Issue-ID,Title,Parameter,Issue-URL,Commit-URL,Change type,Impact,Checking content,Handling action,Message leave,Note
SPARK-22962,Fail fast if submission client local files are used,spark.jars,https://issues.apache.org/jira/browse/SPARK-22962,https://github.com/apache/spark/commit/5d7c4ba4d73a72f26d591108db3c20b4a6c84f3f,add checking code,early termination,semantic check: local files are used,throw SparkException with message,/,"If you try to start a Spark app on kubernetes using a local file as the app resource, for example, it will fail. The k8s backend should either somehow make these files available to the cluster or error out with a more user-friendly message if that feature is not yet available."
SPARK-22962,Fail fast if submission client local files are used,spark.files,https://issues.apache.org/jira/browse/SPARK-22962,https://github.com/apache/spark/commit/5d7c4ba4d73a72f26d591108db3c20b4a6c84f3f,add checking code,early termination,semantic check: local files are used,throw SparkException with message,/,"If you try to start a Spark app on kubernetes using a local file as the app resource, for example, it will fail The k8s backend should either somehow make these files available to the cluster or error out with a more user-friendly message if that feature is not yet available."
CASSANDRA-13669,Validate supported column type with SASI analyzer,INDEX_ANALYZER_CLASS_OPTION,https://issues.apache.org/jira/browse/CASSANDRA-13669,https://github.com/apache/cassandra/commit/ea62d8862c311e3d9b64d622bea0a68d3825aa7d,add checking code,early termination: can't restart Cassandra,semantic check: whether use incompatible type,throw ConfigurationException(didn't catch) with message,/,Error when starting cassandra: Unable to make UUID from 'aa'  One way to avoid this error is to delete faulty index before stopping a node.
CASSANDRA-9375,force minumum timeout value,request_timeout_in_ms,https://issues.apache.org/jira/browse/CASSANDRA-9375,https://github.com/apache/cassandra/commit/d2dcd7f884cc997905c820d7cef8c9fc886ff4f7,add checking code,early termination: Exception encountered during startup,single value range check: < LOWEST_ACCEPTED_TIMEOUT,"auto-correction: change to the boundary value, with log message",/,"Granted, this is a nonsensical setting, but the error message makes it tough to discern what's wrong I added small logic to check lowest acceptable timeouts. Also, it might be nice to log if any of the operator's value's were too low, and we adjusted it up to the LOWEST_ACCEPTED_TIMEOUT."
CASSANDRA-9375,force minumum timeout value,read_request_timeout_in_ms,https://issues.apache.org/jira/browse/CASSANDRA-9375,https://github.com/apache/cassandra/commit/d2dcd7f884cc997905c820d7cef8c9fc886ff4f7,add checking code,early termination: Exception encountered during startup,single value range check: < LOWEST_ACCEPTED_TIMEOUT,"auto-correction: change to the boundary value, with log message",/,"Granted, this is a nonsensical setting, but the error message makes it tough to discern what's wrong I added small logic to check lowest acceptable timeouts. Also, it might be nice to log if any of the operator's value's were too low, and we adjusted it up to the LOWEST_ACCEPTED_TIMEOUT."
CASSANDRA-9375,force minumum timeout value,range_request_timeout_in_ms,https://issues.apache.org/jira/browse/CASSANDRA-9375,https://github.com/apache/cassandra/commit/d2dcd7f884cc997905c820d7cef8c9fc886ff4f7,add checking code,early termination: Exception encountered during startup,single value range check: < LOWEST_ACCEPTED_TIMEOUT,"auto-correction: change to the boundary value, with log message",/,"Granted, this is a nonsensical setting, but the error message makes it tough to discern what's wrong I added small logic to check lowest acceptable timeouts. Also, it might be nice to log if any of the operator's value's were too low, and we adjusted it up to the LOWEST_ACCEPTED_TIMEOUT."
CASSANDRA-9375,force minumum timeout value,write_request_timeout_in_ms,https://issues.apache.org/jira/browse/CASSANDRA-9375,https://github.com/apache/cassandra/commit/d2dcd7f884cc997905c820d7cef8c9fc886ff4f7,add checking code,early termination: Exception encountered during startup,single value range check: < LOWEST_ACCEPTED_TIMEOUT,"auto-correction: change to the boundary value, with log message",/,"Granted, this is a nonsensical setting, but the error message makes it tough to discern what's wrong I added small logic to check lowest acceptable timeouts. Also, it might be nice to log if any of the operator's value's were too low, and we adjusted it up to the LOWEST_ACCEPTED_TIMEOUT."
CASSANDRA-9375,force minumum timeout value,counter_write_request_timeout_in_ms,https://issues.apache.org/jira/browse/CASSANDRA-9375,https://github.com/apache/cassandra/commit/d2dcd7f884cc997905c820d7cef8c9fc886ff4f7,add checking code,early termination: Exception encountered during startup,single value range check: < LOWEST_ACCEPTED_TIMEOUT,"auto-correction: change to the boundary value, with log message",/,"Granted, this is a nonsensical setting, but the error message makes it tough to discern what's wrong I added small logic to check lowest acceptable timeouts. Also, it might be nice to log if any of the operator's value's were too low, and we adjusted it up to the LOWEST_ACCEPTED_TIMEOUT."
CASSANDRA-9375,force minumum timeout value,cas_contention_timeout_in_ms,https://issues.apache.org/jira/browse/CASSANDRA-9375,https://github.com/apache/cassandra/commit/d2dcd7f884cc997905c820d7cef8c9fc886ff4f7,add checking code,early termination: Exception encountered during startup,single value range check: < LOWEST_ACCEPTED_TIMEOUT,"auto-correction: change to the boundary value, with log message",/,"Granted, this is a nonsensical setting, but the error message makes it tough to discern what's wrong I added small logic to check lowest acceptable timeouts. Also, it might be nice to log if any of the operator's value's were too low, and we adjusted it up to the LOWEST_ACCEPTED_TIMEOUT."
CASSANDRA-9375,force minumum timeout value,truncate_request_timeout_in_ms,https://issues.apache.org/jira/browse/CASSANDRA-9375,https://github.com/apache/cassandra/commit/d2dcd7f884cc997905c820d7cef8c9fc886ff4f7,add checking code,early termination: Exception encountered during startup,single value range check: < LOWEST_ACCEPTED_TIMEOUT,"auto-correction: change to the boundary value, with log message",/,"Granted, this is a nonsensical setting, but the error message makes it tough to discern what's wrong I added small logic to check lowest acceptable timeouts. Also, it might be nice to log if any of the operator's value's were too low, and we adjusted it up to the LOWEST_ACCEPTED_TIMEOUT."
CASSANDRA-13622,Improve config validation and documentation on overflow and NPE,conf.commitlog_segment_size_in_mb,https://issues.apache.org/jira/browse/CASSANDRA-13622,https://github.com/apache/cassandra/commit/a586f6c88dab173663b765261d084ed8410efe81#,add checking code,early termination: Exiting due to error while processing commit log during initialization.,single value range check: >= 2048,throw ConfigurationException(didn't catch) with message,/,"Noting that although it's bad practice to increase a lot of them to such high values, there may be cases where it is necessary and in which case we should handle it appropriately rather than overflowing and surprising the user."
HBASE-18161,Incremental Load support for Multiple-Table HFileOutputFormat,hbase.mapreduce.hfileoutputformat.table.name,https://issues.apache.org/jira/browse/HBASE-18161,https://github.com/apache/hbase/commit/293cb87d52d6ccc98f0d03387f9dc07dc4522042,add checking code,give reason,not null check: .isEmpty,throw IllegalArgumentException with message,/,"The configuration parameter ""hbase.mapreduce.hfileoutputformat.table.name"" is now a REQUIRED parameter though it is normally set automatically when configureIncrementalLoad method is called within HFileOutputFormat2"
HDFS-13275,Adding log for BlockPoolManager#refreshNamenodes failures,if (newAddressMap == null || newAddressMap.isEmpty(),https://issues.apache.org/jira/browse/HDFS-13275,https://github.com/apache/hadoop/commit/0be0f1ce1da984ff3a8fd4b079297ead2dc6722d,add checking code,give reason,not null check: .isEmpty,throw IOException with message,/,This helps detect and troubleshooting misconfigured NN service RPC or NN lifeline RPC address.
CASSANDRA-13910,Deprecate background repair and probablistic read_repair_chance table option,dclocal_read_repair_chance,https://issues.apache.org/jira/browse/CASSANDRA-13910,https://github.com/apache/cassandra/commit/eaf9bf18b2ec50713170a9ca472c34586b17a5a3,add checking code,give reason,use deprecated param,add log warning,/,"However, I think it would be good to send out a discussion thread to dev@/user@ to get user input rather than just forcing this change on them. While I find it unlikely, there might be some users who find (or think they find) value from this feature. I'd also suggest to get some more user feedback on this, before dumping a working, but potentially confusing feature."
CASSANDRA-13910,Deprecate background repair and probablistic read_repair_chance table option,read_repair_chance,https://issues.apache.org/jira/browse/CASSANDRA-13910,https://github.com/apache/cassandra/commit/eaf9bf18b2ec50713170a9ca472c34586b17a5a3,add checking code,give reason,use deprecated param,add log warning,/,"However, I think it would be good to send out a discussion thread to dev@/user@ to get user input rather than just forcing this change on them. While I find it unlikely, there might be some users who find (or think they find) value from this feature. I'd also suggest to get some more user feedback on this, before dumping a working, but potentially confusing feature."
HBASE-23312,HBase Thrift SPNEGO configs (HBASE-19852) should be backwards compatible,hbase.thrift.spnego.keytab.file,https://issues.apache.org/jira/browse/HBASE-23312,https://github.com/apache/hbase/commit/ea6cea846ad612f34f79b4bcffaf9ea5760a135,add checking code,not backwards compatible,use deprecated param,auto-correction: use new param,/,The newer HBase Thrift SPNEGO configs should not be required. The hbase.thrift.spnego.keytab.file and hbase.thrift.spnego.principal configs will fall back to the hbase.thrift.keytab.file and hbase.thrift.kerberos.principal original configs. The older configs will log a deprecation warning.
HBASE-23312,HBase Thrift SPNEGO configs (HBASE-19852) should be backwards compatible,hbase.thrift.spnego.principal,https://issues.apache.org/jira/browse/HBASE-23312,https://github.com/apache/hbase/commit/ea6cea846ad612f34f79b4bcffaf9ea5760a135,add checking code,not backwards compatible,use deprecated param,auto-correction: use new param,/,The newer HBase Thrift SPNEGO configs should not be required. The hbase.thrift.spnego.keytab.file and hbase.thrift.spnego.principal configs will fall back to the hbase.thrift.keytab.file and hbase.thrift.kerberos.principal original configs. The older configs will log a deprecation warning.
HDFS-13876,HttpFS: Implement ALLOWSNAPSHOT DISALLOWSNAPSHOT.,fs.defaultFS allowSnapshot (cmd line option),https://issues.apache.org/jira/browse/HDFS-13876,https://github.com/apache/hadoop/commit/8de5c923b432a670f6822189e7131d2df7b5a336,add checking code,not given,"correlation check, control dependency",throw UnsupportedOperationException with message,/,"allowSnapshot is not supported for HttpFs on "" + fs.getClass() . Please check your fs.defaultFS configuration"
CASSANDRA-14352,Clean up parsing speculative retry params from string,TableParams.Option.SPECULATIVE_RETRY,https://issues.apache.org/jira/browse/CASSANDRA-14352,https://github.com/apache/cassandra/commit/4991ca26aa424286ebdee89742d35e813f9e9259,add checking code,not given,semantic check,throw ConfigurationException(didn't catch) with message,/,Clean up parsing speculative retry params from string
SPARK-24110,[THRIFT-SERVER] Avoid UGI.loginUserFromKeytab in STS,HIVE_SERVER2_KERBEROS_PRINCIPAL,https://issues.apache.org/jira/browse/SPARK-24110,https://github.com/apache/spark/commit/bf4352ca6c96dfab16b286c54720685e32b216f1,add checking code,not given,not null check: isEmpty,throw IOException with message,/,"Spark ThriftServer will call UGI.loginUserFromKeytab twice in initialization. This is unnecessary and will cause various potential problems, like Hadoop IPC failure after 7 days, or RM failover issue and so on."
SPARK-24110,[THRIFT-SERVER] Avoid UGI.loginUserFromKeytab in STS,HIVE_SERVER2_KERBEROS_KEYTAB,https://issues.apache.org/jira/browse/SPARK-24110,https://github.com/apache/spark/commit/bf4352ca6c96dfab16b286c54720685e32b216f1,add checking code,not given,not null check: isEmpty,throw IOException with message,/,"Spark ThriftServer will call UGI.loginUserFromKeytab twice in initialization. This is unnecessary and will cause various potential problems, like Hadoop IPC failure after 7 days, or RM failover issue and so on."
HDFS-14949,Add getServerDefaults() support to HttpFS,fs.defaultFS,https://issues.apache.org/jira/browse/HDFS-14949,https://github.com/apache/hadoop/commit/3037762b2ca2bee0a281b16455c8592173f9231,add checking code,not given,semantic check: fs instanceof DistributedFileSystem,throw UnsupportedOperationException with message,/,getServerDefaults is not supported for HttpFs on fs.getClass()  Please check your fs.defaultFS configuration
HDFS-9695,HTTPFS - CHECKACCESS operation missing,fs.defaultFS,https://issues.apache.org/jira/browse/HDFS-9695,https://github.com/apache/hadoop/commit/4ede8bce28aadc62007ad65dc6d44be550632b5,add checking code,not given,semantic check: fs instanceof DistributedFileSystem,throw UnsupportedOperationException with message,/,checkaccess is is not supported for HttpFs on fs.getClass()  Please check your fs.defaultFS configuration
CASSANDRA-13622,Improve config validation and documentation on overflow and NPE,data_file_directories,https://issues.apache.org/jira/browse/CASSANDRA-13622,https://github.com/apache/cassandra/commit/a586f6c88dab173663b765261d084ed8410efe81,add checking code,proactively,not null check: wether the dir is not set,throw ConfigurationException(didn't catch) with message,/,"Noting that although it's bad practice to increase a lot of them to such high values, there may be cases where it is necessary and in which case we should handle it appropriately rather than overflowing and surprising the user."
CASSANDRA-13622,Improve config validation and documentation on overflow and NPE,conf.native_transport_max_frame_size_in_mb,https://issues.apache.org/jira/browse/CASSANDRA-13622,https://github.com/apache/cassandra/commit/a586f6c88dab173663b765261d084ed8410efe81,add checking code,proactively,single value range check: >= 2048,throw ConfigurationException(didn't catch) with message,/,"Noting that although it's bad practice to increase a lot of them to such high values, there may be cases where it is necessary and in which case we should handle it appropriately rather than overflowing and surprising the user."
CASSANDRA-13622,Improve config validation and documentation on overflow and NPE,conf.max_value_size_in_mb,https://issues.apache.org/jira/browse/CASSANDRA-13622,https://github.com/apache/cassandra/commit/a586f6c88dab173663b765261d084ed8410efe81,add checking code,proactively,single value range check: >= 2048,throw ConfigurationException(didn't catch) with message,/,"Noting that although it's bad practice to increase a lot of them to such high values, there may be cases where it is necessary and in which case we should handle it appropriately rather than overflowing and surprising the user."
HBASE-22624,Should sanity check table CONFIGURation when clone snapsh……ot to a new table,hbase.hregion.max.filesize hbase.hregion.max.filesize.limit,https://issues.apache.org/jira/browse/HBASE-22624,https://github.com/apache/hbase/commit/64e732dc8bfeda39e3ea782004182de3a8936b1,add checking code,proactively,"correlation with other configuration, value dependency",throw DoNotRetryIOException with message or using log.warn,/,HBASE-12570 imporved table configuration sanity checking. But it only worked for create table or alter table. Should check table configuration too when clone snapshot to a new table.
HBASE-22624,Should sanity check table CONFIGURation when clone snapsh……ot to a new table,hbase.hregion.memstore.flush.size hbase.hregion.memstore.flush.size.limit,https://issues.apache.org/jira/browse/HBASE-22624,https://github.com/apache/hbase/commit/64e732dc8bfeda39e3ea782004182de3a8936b1,add checking code,proactively,"correlation with other configuration, value dependency",throw DoNotRetryIOException with message or using log.warn,/,HBASE-12570 imporved table configuration sanity checking. But it only worked for create table or alter table. Should check table configuration too when clone snapshot to a new table.
HBASE-22624,Should sanity check table CONFIGURation when clone snapsh……ot to a new table,checkClassLoading  (a set of params),https://issues.apache.org/jira/browse/HBASE-22624,https://github.com/apache/hbase/commit/64e732dc8bfeda39e3ea782004182de3a8936b1,add checking code,proactively,parse check,throw DoNotRetryIOException with message or using log.warn,/,HBASE-12570 imporved table configuration sanity checking. But it only worked for create table or alter table. Should check table configuration too when clone snapshot to a new table.
HBASE-22624,Should sanity check table CONFIGURation when clone snapsh……ot to a new table,HStore.BLOCKING_STOREFILES_KEY,https://issues.apache.org/jira/browse/HBASE-22624,https://github.com/apache/hbase/commit/64e732dc8bfeda39e3ea782004182de3a8936b1#,add checking code,proactively,single value range check: < 1000,throw DoNotRetryIOException with message or using log.warn,/,HBASE-12570 imporved table configuration sanity checking. But it only worked for create table or alter table. Should check table configuration too when clone snapshot to a new table.
SPARK-24241,[SUBMIT] Do not fail fast when dynamic resource allocation enabled with 0 executor,spark.dynamicAllocation.enabled,https://issues.apache.org/jira/browse/SPARK-24241,https://github.com/apache/spark/commit/4a2b15f0af400c71b7f20b2048f38a8b74d43dfa#diff-63a5d817d2d45ae24de577f6a1bd80f9L214,add checking code,runtime error,check under specific context: Do not fail fast when dynamic resource allocation enabled with 0 executor,throw error with message,/,Do not fail fast when dynamic resource allocation enabled with 0 executor
SPARK-25753,fix reading small files via BinaryFileRDD,mapreduce.input.fileinputformat.split.minsize.per.rack,https://issues.apache.org/jira/browse/SPARK-25753,https://github.com/apache/spark/commit/81a305dd0418f6e0136b4e38ffe91e0b76c8806e,add checking code,runtime error,"correlation with other configuration, value dependency",auto-correction(silent): change to correlated param value,/,"This is a follow up of #21601, `StreamFileInputFormat` and `WholeTextFileInputFormat` have the same problem. `Minimum split size pernode 5123456 cannot be larger than maximum split size 4194304 java.io.IOException: Minimum split size pernode 5123456 cannot be larger than maximum split size 4194304"
SPARK-25753,fix reading small files via BinaryFileRDD,mapreduce.input.fileinputformat.split.minsize.per.node,https://issues.apache.org/jira/browse/SPARK-25753,https://github.com/apache/spark/commit/81a305dd0418f6e0136b4e38ffe91e0b76c8806e,add checking code,runtime error,"correlation with other configuration, value dependency",auto-correction(silent): change to correlated param value,/,"This is a follow up of #21601, `StreamFileInputFormat` and `WholeTextFileInputFormat` have the same problem. `Minimum split size pernode 5123456 cannot be larger than maximum split size 4194304 java.io.IOException: Minimum split size pernode 5123456 cannot be larger than maximum split size 4194304"
SPARK-22754,[DEPLOY] Check whether spark.executor.heartbeatInterval bigger than spark.network.timeout or not,spark.network.timeout spark.executor.heartbeatInterval,https://issues.apache.org/jira/browse/SPARK-22754,https://github.com/apache/spark/commit/8eb5609d8d961e54aa1ed0632f15f5e570fa627a,add checking code,runtime error:  Job aborted due to stage failure,"correlation with other configuration, value dependency",throw Exception with message,/,"If spark.executor.heartbeatInterval bigger than spark.network.timeout,it will almost always cause exception below. Since many users do not get that point.He will set spark.executor.heartbeatInterval incorrectly.We should check this case when submit applications."
HBASE-20295,fix NullPointException in TableOutputFormat.checkOutputSpecs,context.getConfiguration (a set of configuration options),https://issues.apache.org/jira/browse/HBASE-20295,https://github.com/apache/hbase/commit/53b4507c7949362d49a1b827f2cdf2b1e8cefa68,add checking code,runtime error:  throw NPE,not null check: .isEmpty,auto-correction(silent): using default value,/,HBASE-20295 fix NullPointException in TableOutputFormat.checkOutputSpecs
SPARK-22043,[PYTHON] Improves error message for show_profiles and dump_profiles,spark.python.profile,https://issues.apache.org/jira/browse/SPARK-22043,https://github.com/apache/spark/commit/7c7266208a3be984ac1ce53747dc0c3640f4ecac,add checking code,runtime error: AttributeError: 'NoneType' object has no attribute 'dump_profiles',not null check: is not None,throw RuntimeError with message,/,I mistakenly missed spark.python.profile enabled today while profiling and met this unfriendly messages It looks we should give better information that says spark.python.profile should be enabled.
HBASE-16993,BucketCache throw java.io.IOException: Invalid HFile block magic when CONFIGuring hbase.bucketcache.bucket.sizes.,hbase.bucketcache.bucket.sizes,https://issues.apache.org/jira/browse/HBASE-16993,https://github.com/apache/hbase/commit/bc93b6610b349d38502290af27da0ae0b5fd4936,add checking code,runtime error: BucketCache throw java.io.IOException,semantic check: bucketSize % 256 != 0,throw IllegalArgumentException with message,/,"Any value for hbase.bucketcache.bucket.sizes configuration to be multiple of 256. If that is not the case, instantiation of L2 Bucket cache itself will fail throwing IllegalArgumentException."
SPARK-28634,Failed to start SparkSession with Keytab file,principal,https://issues.apache.org/jira/browse/SPARK-28634,https://github.com/apache/spark/commit/5f6eb5d20dee57ea7ba9d47b21c712dee06fa7e,add checking code,runtime error: Failed to start SparkSession with Keytab file,use deprecated param,no special action,/,"For proper backwards compatibility it needs to remove the old names too. (Or make a change in the AM instead to ignore the keytab when running in client mode, which avoids the above hack.)"
SPARK-25295,Fix executor names collision,KUBERNETES_EXECUTOR_POD_NAME_PREFIX.key,https://issues.apache.org/jira/browse/SPARK-25295,https://github.com/apache/spark/commit/3e75a9fa24f8629d068b5fbbc7356ce2603fa58d,add checking code,runtime error: naming conflicts and failures for the next job submission.,not null check: .isEmpty,auto-correction(silent): change to the default value,/,"Fixes the collision issue with spark executor names in client mode, see SPARK-25295 for the details. It follows the cluster name convention as app-name will be used as the prefix and if that is not defined we use ""spark"" as the default prefix. Eg. `spark-pi-1536781360723-exec-1` where spark-pi is the name of the app passed at the config side or transformed if it contains illegal characters."
SPARK-21418,SQL] NoSuchElementException: None.get in DataSourceScanExec with sun.io.serialization.extendedDebugInfo=true,conf == null  (a set of params),https://issues.apache.org/jira/browse/SPARK-21418,https://github.com/apache/spark/commit/ca59445adb30ed796189532df2a2898ecd33db68,add checking code,runtime error: NoSuchElementException,parse check,no special action,/,"If no SparkConf is available to Utils.redact, simply don't redact."
CASSANDRA-14525,Do not enable native transport if bootstrap is pending,DatabaseDescriptor.getAuthenticator() write_survey,https://issues.apache.org/jira/browse/CASSANDRA-14525,https://github.com/apache/cassandra/commit/a6196a3a79b67dc6577747e591456328e57c314f,add checking code,runtime error: NullPointer exception,check under specific context:Not starting client transports in write_survey mode as it's bootstrapping or auth is enabled,throw IllegalStateException(runtime exception) with message & logger.info,/,If bootstrap fails for newly joining node (most common reason is due to streaming failure) then Cassandra state remains in joining state which is fine but Cassandra also enables Native transport which makes overall state inconsistent. This further creates NullPointer exception if auth is enabled on the new node
SPARK-28843,Set OMP_NUM_THREADS to executor cores for python if not set,spark.executorEnv.OMP_NUM_THREADS,https://issues.apache.org/jira/browse/SPARK-28843,https://github.com/apache/spark/commit/31b59bd80517f17f160eb8d6665b9bf8b3372d3,add checking code,runtime error: the amount of memory required by PySpark applications increased and tracked the problem to importing numpy,not null check: .isEmpty,auto-correction(silent): fall back to other param,/,limit the OpenMP thread pool to the number of cores assigned to this executor this avoids high memory consumption with pandas/numpy because of a large OpenMP thread pool
SPARK-28843,Set OMP_NUM_THREADS to executor cores for python if not set,spark.yarn.appMasterEnv.OMP_NUM_THREADS,https://issues.apache.org/jira/browse/SPARK-28843,https://github.com/apache/spark/commit/31b59bd80517f17f160eb8d6665b9bf8b3372d3,add checking code,runtime error: the amount of memory required by PySpark applications increased and tracked the problem to importing numpy,not null check: .isEmpty,auto-correction(silent): fall back to other param,/,limit the OpenMP thread pool to the number of cores assigned to this executor this avoids high memory consumption with pandas/numpy because of a large OpenMP thread pool
SPARK-28843,Set OMP_NUM_THREADS to executor cores for python if not set,spark.mesos.driverEnv.OMP_NUM_THREADS,https://issues.apache.org/jira/browse/SPARK-28843,https://github.com/apache/spark/commit/31b59bd80517f17f160eb8d6665b9bf8b3372d3,add checking code,runtime error: the amount of memory required by PySpark applications increased and tracked the problem to importing numpy,not null check: .isEmpty,auto-correction(silent):fall back to other param,/,limit the OpenMP thread pool to the number of cores assigned to this executor this avoids high memory consumption with pandas/numpy because of a large OpenMP thread pool
SPARK-28843,Set OMP_NUM_THREADS to executor cores for python if not set,spark.kubernetes.driverEnv.OMP_NUM_THREADS,https://issues.apache.org/jira/browse/SPARK-28843,https://github.com/apache/spark/commit/31b59bd80517f17f160eb8d6665b9bf8b3372d3,add checking code,runtime error: the amount of memory required by PySpark applications increased and tracked the problem to importing numpy,not null check: .isEmpty,auto-correction(silent): fall back to other param,/,limit the OpenMP thread pool to the number of cores assigned to this executor this avoids high memory consumption with pandas/numpy because of a large OpenMP thread pool
