Issue ID,Commit Link,Title
HBASE-21995,https://github.com/apache/hbase/commit/c1e5350be794180ce43bdc420b880f21160197d7,Add a coprocessor to set HDFS ACL for hbase granted user
HBASE-19768,https://github.com/apache/hbase/commit/c554340a91e24cdc86e25efd87c46430ec1ec673,RegionServer startup failing when DN is dead
HBASE-20004,https://github.com/apache/hbase/commit/c60578d9829f29cf77b250d238a9e38dc0b513d7,Client is not able to execute REST queries in a secure cluster
HBASE-16261,https://github.com/apache/hbase/commit/c7a7f880dd99a29183e54f0092c10e7a70186d9d,MultiHFileOutputFormat Enhancement 
HBASE-22596,https://github.com/apache/hbase/commit/c7c6140396528f8f9d4dff43035a516e7ba2f22a,Separate the execution period between CompactionChecker and PeriodicMemStoreFlusher
HBASE-19999,https://github.com/apache/hbase/commit/c7d1085fa27a64621d262aefea825e980e6bc576,Remove the SYNC_REPLICATION_ENABLED flag
HBASE-19542,https://github.com/apache/hbase/commit/c811d7f9655a1d424c8d4aeeaf4ef6fdb9d782b6,fix TestSafemodeBringsDownMaster
HBASE-21420,https://github.com/apache/hbase/commit/c8574ba3c52274ed5a93e46f7af30dd8b46fb878,Use procedure event to wake up the SyncReplicationReplayWALProcedures which wait for worker
HBASE-20259,https://github.com/apache/hbase/commit/c88ca54c16625bc7ab7ebf5eae295fc669d08bb7,Doc configs for in-memory-compaction and add detail to in-memory-compaction logging
HBASE-21806,https://github.com/apache/hbase/commit/c90e9ff5efe26427cb489e455a29f05e7efd0e1b,add an option to roll WAL on very slow syncs
HBASE-20579,https://github.com/apache/hbase/commit/c9f8c3436f6e38b5c7807677c5c3e7fc3e19e071,Improve snapshot manifest copy in ExportSnapshot
HBASE-22531,https://github.com/apache/hbase/commit/ccabbdd40aff886899a12744de0f6591dd49c6af,The HFileReaderImpl#shouldUseHeap return the incorrect true when disabled BlockCache
HBASE-20586,https://github.com/apache/hbase/commit/cd61bcc01eb29eb3509f72cf72326605afefabc8,SyncTable tool: Add support for cross-realm remote clusters
HBASE-19572,https://github.com/apache/hbase/commit/ce82fd0f4765f40ff44357719ffd47cd803f07fb,RegionMover should use the configured default port number and not the one from HConstantsSign
HBASE-18875,https://github.com/apache/hbase/commit/cfb6a54f69b1d847142afab56bdc1504638f118d,Thrift server supports read-only mode
HBASE-18248,https://github.com/apache/hbase/commit/d0941127d424bc76688aec7952388f858d917b14,Warn if monitored RPC task has been tied up beyond a configurable threshold
HBASE-18347,https://github.com/apache/hbase/commit/d12eb7a4aae5c2dc7b230bf2a12d2313b93b8ba9,Implement a BufferedMutator for async client
HBASE-22127,https://github.com/apache/hbase/commit/d1eb6171f9bfdd6adf2a4805ab0b7fcccf452d26,Ensure that the block cached in the LRUBlockCache offheap is allocated from heap
HBASE-19772,https://github.com/apache/hbase/commit/d24fddf3ed4980bf2801b81544b25418133fd60d,Do not close connection to zk when there are still pending request in ReadOnlyZKClient
HBASE-21715,https://github.com/apache/hbase/commit/d4085d11bc2ff1c0b329f603052e94d35a7e2ad0,Do not throw UnsupportedOperationException in ProcedureFuture.get
HBASE-21227,https://github.com/apache/hbase/commit/d7e08317d2f214e4cca7b67578aba0ed7a567d54,Implement exponential retrying backoff for Assign/UnassignRegionHandler introduced in HBASE-21217
HBASE-20542,https://github.com/apache/hbase/commit/d822ee3a7ccc4959ed5a4b85bb54ff6142aa7d6e,Better heap utilization for IMC with MSLABs
HBASE-20370,https://github.com/apache/hbase/commit/d91784e6665c61aef96f4307a847aa197bd25587,Also remove the wal file in remote cluster when we finish replicating a file
HBASE-17356,https://github.com/apache/hbase/commit/db66e6cc9e1c6ea027631388aba688cb623b7d0a,Add replica get support
HBASE-21287,https://github.com/apache/hbase/commit/db9a5b7da76d0876c9515720a8a60acb299ab217,Allow configuring test master initialization wait time.
HBASE-19073,https://github.com/apache/hbase/commit/dd70cc308158c435c6d8ec027e2435a29be4326b,Cleanup CoordinatedStateManager
HBASE-21909,https://github.com/apache/hbase/commit/dedab71381e14d96da61485f859e0792d8ebc3f9,Validate the put instance before executing in AsyncTable.put method
HBASE-20965,https://github.com/apache/hbase/commit/e2fcde2d6f8f57cc28524a855e49c2d65e40b4ba,Separate region server report requests to new handlers
HBASE-22054,https://github.com/apache/hbase/commit/e44fe4964a25644de2912a08a55784f2268f5e9c,Space Quota: Compaction is not working for super user in case of NO_WRITES_COMPACTION
HBASE-21626,https://github.com/apache/hbase/commit/e69ab24552babaec934b82b71e1b40a857d7c3e9,log the regions blocking WAL from being archived
HBASE-18784,https://github.com/apache/hbase/commit/e79a007dd9810b33cd508986037e17d45b55a705,"if available, query underlying outputstream capabilities where we need hflush/hsync."
HBASE-22261,https://github.com/apache/hbase/commit/eb912bb1dab793248f47d6ed8ee6f8abb467d10b,Make use of ClusterStatusListener for async client
HBASE-20561,https://github.com/apache/hbase/commit/ec66434380aee62289ccf7b173d765bbe7083718,The way we stop a ReplicationSource may cause the RS down
HBASE-21659,https://github.com/apache/hbase/commit/ec948f5d90fdaf51da7a7a0f7d9013a0c366492e,Avoid to load duplicate coprocessors in system config and table descriptor
HBASE-21661,https://github.com/apache/hbase/commit/f053003ce7e8d9c86b2ff762b646d69e5e04cfe2,Provide Thrift2 implementation of Table/Admin
HBASE-19216,https://github.com/apache/hbase/commit/f17198ff199830cba4d888b68720f393c376d3ee,Implement a general framework to execute remote procedure on RS
HBASE-22053,https://github.com/apache/hbase/commit/f22b8ade631367d584b7065c7c76b3e0b6eca97b,Addendum changed zookeeper version from 3.3.3 to 3.4.10.
HBASE-21582,https://github.com/apache/hbase/commit/f32d2618430f70e1b0db92785294b2c7892cc02b,"If call HBaseAdmin#snapshotAsync but forget call isSnapshotFinished, then SnapshotHFileCleaner will skip to run every time"
HBASE-19617,https://github.com/apache/hbase/commit/f4703c6ed327f361df371312da8e8edb532048a1,"Remove ReplicationQueues, use ReplicationQueueStorage directly"
HBASE-20305,https://github.com/apache/hbase/commit/f574fd478211f795aa4a3365ae2ba2d368fea54d,adding options to skip deletes/puts on target when running SyncTable
HBASE-20424,https://github.com/apache/hbase/commit/f67763ffa00ddb3115598dd0047783a8c4d27462,Allow writing WAL to local and remote cluster concurrently
HBASE-19358,https://github.com/apache/hbase/commit/f6f57d38f750c34e2353f605f815c019c8ba3f88,Improve the stability of splitting log when do fail over
HBASE-22322,https://github.com/apache/hbase/commit/f9f63543933616ca887fa2dc954dfd7e649d0461,Use special pause for CallQueueTooBigException
HBASE-21289,https://github.com/apache/hbase/commit/fa5fa6ecdd071b72b58971058ff3ab9d28c3e709,"Remove the log ""'hbase.regionserver.maxlogs' was deprecated."" in AbstractFSWAL"
HBASE-21663,https://github.com/apache/hbase/commit/fbf79373e649d7cf3926b873e426fe0121f078c6,Add replica scan support
HBASE-20942,https://github.com/apache/hbase/commit/fcd883b5dd7f3e2987646407f8f03c5513d93a9b,Fix ArrayIndexOutOfBoundsException for RpcServer TRACE loggingAlso makes the trace log message length configurable
HBASE-22810,https://github.com/apache/hbase/commit/8ffc45ab8b9b658d12ae09aec558654339a6bd8,Initialize an separate ThreadPoolExecutor for taking/restoring snapshot (#486)
HBASE-22648,https://github.com/apache/hbase/commit/9615c644f595b03cabd18bb0f1bf865ddf5aeb3,Snapshot TTL (#371)
HBASE-22618,https://github.com/apache/hbase/commit/836f26976e1ad8b35d778c563067ed0614c026e,added the possibility to load custom cost functions
HBASE-23092,https://github.com/apache/hbase/commit/7ee6d59ef84ee2bdf4425b70ee6fd6ea8954a56,Make the RM tooling in dev-tools/create-release generic (#671)Make the scripts generic. Adds an OPTION that allows you specify'project'. Defaults to 'hbase' for core. Pass 'hbase-thirdparty'or 'hbase-operator-tools' etc.This commit includes a bunch of bugfixes and miscellaneousthat came of trying to use the scripts making RCs.
HBASE-22874,https://github.com/apache/hbase/commit/5aa8d3a20b6e540f4ac361e70690d57e579ea06,Define a public API for Canary checking and a non-public tool implementationCloses #580* Canary is now an IA.Public interface* CanaryTool is now the implementation
HBASE-23017,https://github.com/apache/hbase/commit/16da123df45af712f604cff32897d6c1166b86b,Verify the file integrity in persistent IOEngine
HBASE-23083,https://github.com/apache/hbase/commit/1aee5f0552c93a1e27820b9468771f838a0712c,Collect Executor status info periodically and report to (#664)metrics system
HBASE-22460,https://github.com/apache/hbase/commit/14dcf1d0c6fa6ed4fe95070b0de440c08366855,: Reopen regions with very high Store Ref Counts (#600)
HBASE-23073,https://github.com/apache/hbase/commit/42d535a57a75b58f585b48df9af9c966e6c7e46,Add an optional costFunction to balance regions according to a capacity rule (#677)
HBASE-23259,https://github.com/apache/hbase/commit/834ccb4bf6c22fc2a8aab172490fba75c7a40f1,"Populate master address end points in cluster/rs CONFIGs (#807)All the clients need to know the master RPC end points while using masterbased registry for creating cluster connections. This patch amends thetest cluster utility to populate these CONFIGs in the base CONFIGurationobject used to spin up the cluster.The CONFIG key added here (""hbase.master.addrs"") is used in the subsequentpatches for HBASE-18095."
HBASE-23303,https://github.com/apache/hbase/commit/978546b2f247b29dd63bad55b17fdc2e7a31e55,Add security headers to REST server/info page (#843)
HBASE-23326,https://github.com/apache/hbase/commit/1b049a2d340636b8f508cc2414db7b731ca9366,Implement a ProcedureStore which stores procedures in a HRegion (#941)
HBASE-23286,https://github.com/apache/hbase/commit/def9ac7c4586b5414371b4ff3c971de40e6d948,Improve MTTR: Split WAL to HFile (#820)
HBASE-17115,https://github.com/apache/hbase/commit/8b00f9f0b160a3191889aa3a80478525c8faf4b,"Define UI admins via an ACLThe Hadoop AccessControlList allows us to specify admins of the webUIvia a list of users and/or groups. Admins of the WebUI can mutate thesystem, potentially seeing sensitive data or modifying the system.hbase.security.authentication.spnego.admin.users is a comma-separatedlist of users who are admins.hbase.security.authentication.spnego.admin.groups is a comma-separatedlist of groups whose membership are admins. Either of theseCONFIGURation properties may also contain an asterisk (*) which denotes""any entity"" (e.g user, group).Previously, when a user was denied from some endpoint that wasdesignated for admins, they received an HTTP/401. In this case, it ismore correct to return HTTP/403 as they were correctly authenticated,but they were disallowed from fetching the given resource. This commitincorporates this change.hbase.security.authentication.ui.config.protected also exists for userswho have sensitive information stored in the Hadoop serviceCONFIGURation and want to limit access to this endpoint. By default,the Hadoop CONFIGURation endpoint is not protected and anyauthenticated user can access it.The test is based off of work by Nihal Jain in HBASE-20472.Co-authored-by: Nihal Jain <nihaljain.cs@gmail.com>"
HBASE-22749,https://github.com/apache/hbase/commit/b8194b49022e9f550cf2a2fb44cac204b441646,"Distributed MOB compactions- MOB compaction is now handled in-line with per-region compaction on region  servers- regions with mob data store per-hfile metadata about which mob hfiles are  referenced- admin requested major compaction will also rewrite MOB files; periodic RS  initiated major compaction will not- periodically a chore in the master will initiate a major compaction that  will rewrite MOB values to ensure it happens. controlled by  'hbase.mob.compaction.chore.period'. default is weekly- control how many RS the chore requests major compaction on in parallel  with 'hbase.mob.major.compaction.region.batch.size'. default is as  parallel as possible.- periodic chore in master will scan backing hfiles from regions to get the  set of referenced mob hfiles and archive those that are no longer  referenced. control period with 'hbase.master.mob.cleaner.period'- Optionally, RS that are compacting mob files can limit write  amplification by not rewriting values from mob hfiles over a certain size  limit. opt-in by setting 'hbase.mob.compaction.type' to 'optimized'.  control threshold by 'hbase.mob.compactions.max.file.size'.  default is 1GiB- Should smoothly integrate with existing MOB users via rolling upgrade.  will delay old MOB file cleanup until per-region compaction has managed  to compact each region at least once so that used mob hfile metadata can  be gathered."
HBASE-22624,https://github.com/apache/hbase/commit/64e732dc8bfeda39e3ea782004182de3a8936b1,Should sanity check table CONFIGURation when clone snapshot to a new table
HBASE-23312,https://github.com/apache/hbase/commit/ea6cea846ad612f34f79b4bcffaf9ea5760a135,HBase Thrift SPNEGO CONFIGs (HBASE-19852) should be backwards compatibleHBase Thrift SPNEGO CONFIGs should not be required.The `hbase.thrift.spnego.keytab.file` and`hbase.thrift.spnego.principal` CONFIGs should fallback to the `hbase.thrift.keytab.file` and`hbase.thrift.kerberos.principal` CONFIGs. This willavoid any issues during upgrades.
HBASE-18382,https://github.com/apache/hbase/commit/82e155eb26cddd642e151d9276e2f4f281b4df8,add transport type info into Thrift UI (#880)
HBASE-23055,https://github.com/apache/hbase/commit/9abdb7b5ae4de0b6d839f5c5d85e9bb899b5edb,Alter hbase:meta Make it so hbase:meta can be altered.
HBASE-21773,https://github.com/apache/hbase/commit/3708198817e34bf67997c812b7f1fcef8119005,rowcounter utility should respond to pleas for help
HBASE-22701,https://github.com/apache/hbase/commit/fbd5b5e32753104f88600b0f4c803ab5659bce6,Disable the DynamicClassLoader when it fails to initialize
HBASE-23107,https://github.com/apache/hbase/commit/0043dfebc5e43705818071c3de062211943829f,Avoid temp byte array creation when doing cacheDataOnWrite (#678)
HBASE-22610,https://github.com/apache/hbase/commit/06f5c43de340da62e765a753c10caba5465eeae,[BucketCache] Rename hbase.offheapcache.minblocksize
HBASE-22776,https://github.com/apache/hbase/commit/0e5dc6d7cee92524bf648b6f49d1565e098e5bc,Rename CONFIG names in user scan snapshot feature (#440)
HBASE-15519,https://github.com/apache/hbase/commit/59fc163e942c0981376478f5b3fe4ff14ae998d,Add per-user metrics with lossy countingIntroducing property hbase.regionserver.user.metrics.enabled(Default:true)to disable user metrics in case it accounts for any performance issuesClose #661
HBASE-23223,https://github.com/apache/hbase/commit/4ea792246fbbc5adf9f4cede38c0513e2669b45,Support the offsetLock of bucketCache to use strong ref (#764)
HBASE-23293,https://github.com/apache/hbase/commit/17468efb88a99c6b5237575b784b8c105fc5c46,[REPLICATION] make ship edits timeout CONFIGURable (#825)
HBASE-23081,https://github.com/apache/hbase/commit/0f4a87c24dc8d5c29e31df27ec741fbca9981c9,Add an OPTION to enable/disable rs group feature (#691)
HBASE-22859,https://github.com/apache/hbase/commit/018396d84cfe1008308f341562154452f4a45ac,[HBCK2] Fix the orphan regions on filesystem
HBASE-23212,https://github.com/apache/hbase/commit/10cc64a7d690429174405517b3e7d75e4f0998f,Dynamically reload CONFIGs for Region Recovery chore (#773)* HBASE-23212 : Dynamically reload CONFIGs for Region Recovery chore* remove redundant volatile
HBASE-23379,https://github.com/apache/hbase/commit/c39339c0046560b8f2083af513f384127e3f46d,Clean Up FSUtil getRegionLocalityMappingFromFS
HBASE-22760,https://github.com/apache/hbase/commit/1dcc8ee50cd2120496ec768e09e7f368b6bc26b,: Pause/Resume/Query Snapshot Auto Cleanup Activity (#617)
HBASE-22933,https://github.com/apache/hbase/commit/090c55f3ff40dea807dc7e67240f19dcafb3865,Do not need to kick reassign for rs group change any more (#550)
HBASE-23334,https://github.com/apache/hbase/commit/dbbba7932c2f3de8d25aa4f37be943bf07bbc46,The table-lock node of zk is not needed since HBASE-16786 (#873)
HBASE-22971,https://github.com/apache/hbase/commit/b10b39ad0365b378bbf7a493c76501c77f73942,Deprecated RSGroupAdminEndpoint and make RSGroup feature always enabled (#595)
HBASE-22578,https://github.com/apache/hbase/commit/a399a1452b4840f1a147f84566a76a85f599490,HFileCleaner should not delete empty ns/table directories used for user san snapshot feature (#337)
HBASE-23197,https://github.com/apache/hbase/commit/b08697ae4a347f34273253e33ba91bb6b7ade5e,'IllegalArgumentException: Wrong FS' on edits replay when… (#740)
HBASE-23239,https://github.com/apache/hbase/commit/bc2f16274930e272767ce20ede27eb8fa411724,Reporting on status of backing MOB files from client-facing cells (#785)* Adds a new MapReduce job that builds a report of health of mob files* Also builds background information on mob system use* add a basic mob architecture in the ref guide to explain how mob takes the reference hfile value and finds the actual cell contents* add a troubleshooting mob section to the ref guide to explain how to do a mob reference scan.
HBASE-23617,https://github.com/apache/hbase/commit/0ba84d8e95f10e17edd3b18a87b0e130038d54d,Add a stress test tool for region based procedure store (#962)
HBASE-22810,https://github.com/apache/hbase/commit/84ee378df1e96dcadd8e35c02ee66d9ee6c1706,Initialize an separate ThreadPoolExecutor for taking/restoring snapshot (addendum - use the old CONFIG key) (#517)
HBASE-22580,https://github.com/apache/hbase/commit/7294af8b1514d8bf8a2ddb8211be310b9c0e8f5,Add a table attribute to make user scan snapshot feature configurable for table (#336)
HBASE-22803,https://github.com/apache/hbase/commit/eb92b2565254a2783b8a6bfbb043cf7d01ab7ad,Modify CONFIG value range to enable turning off of the hbck chore (#466)
HBASE-22280,https://github.com/apache/hbase/commit/dff7fffe8537427cb9ed1c0dceefd2a1c30a1a8,Separate read/write handler for priority request(especial… (#202)
HBASE-22700,https://github.com/apache/hbase/commit/54b514d62a148c120ed902fb4f66d454a25bd1c,incorrect timeout in recommended ZooKeeper configuration
HBASE-22609,https://github.com/apache/hbase/commit/a62fdccd3b66ff2740d1a034a84f52796baf4b8,[Docs] More detail documentation about 'hbase.server.thread.wakefrequency'
